area_type,location,bedrm,total_sqft,bath,balcony,price
Built-up  Area,Hoodi,4,2863,4,1,140
Super built-up  Area,Raja Rajeshwari Nagar,2,1128,2,2,38.24
Built-up  Area,Ulsoor,3,2700,3,1,450
Super built-up  Area,JP Nagar,2,1120,2,2,33.6
Built-up  Area,HSR Layout,3,2424,3,2,90
Built-up  Area,Manjunatha Layout,2,1300,2,1,60
Super built-up  Area,Kanakapura,2,1090,2,2,32.69
Built-up  Area,Yelahanka,3,2710,3,1,251
Plot  Area,Konanakunte Cross,2,3040,1,1,180
Super built-up  Area,Uttarahalli,3,1330,2,2,46.55
Super built-up  Area,Hosur Road,3,1427,2,1,80.63
Super built-up  Area,Banjara Layout,3,1294,2,2,48
Built-up  Area,Begur,3,1580,3,2,75
Plot  Area,Uttarahalli,5,400,5,1,200
Plot  Area,Chikka Tirupathi,3,1808,4,2,80.27
Super built-up  Area,Rajaji Nagar,4,3516,4,3,540
Super built-up  Area,Parappana Agrahara,2,1194,2,2,47
Super built-up  Area,Kanakpura Road,2,900,2,1,46
Super built-up  Area,Abbaiah Reddy Layout,3,1310,2,3,50
Super built-up  Area,Kanakpura Road,2,900,2,1,46
Built-up  Area,Singasandra,4,3850,6,3,195
Plot  Area,Kogilu,7,925,7,3,88
Super built-up  Area,Yelachenahalli,2,2400,1,1,150
Super built-up  Area,Koramangala,2,1290,2,3,100
Built-up  Area,Yelahanka,6,3770,6,3,110
Super built-up  Area,Lakshmi Layout,3,1390,3,1,120
Plot  Area,Tavarekere,4,1200,4,2,72
Built-up  Area,Bisuvanahalli,2,845,2,1,33
Super built-up  Area,Yelahanka,3,1537,3,3,120
Super built-up  Area,Immadihalli,2,1135,2,2,68
Super built-up  Area,Hoodi,3,1512,3,2,75.77
Super built-up  Area,Srinivasa Nagar,2,900,2,1,55
Super built-up  Area,Jigani,3,1230,3,3,54
Super built-up  Area,Thirumenahalli,3,1378,2,3,42.33
Super built-up  Area,Whitefield,2,1277,2,1,61.3
Super built-up  Area,Hebbal,3,1985,4,2,189
Plot  Area,Kengeri,5,8000,5,,500
Super built-up  Area,KPC Layout,2,1210,2,2,62
Super built-up  Area,Yelahanka,2,890,2,,40
Plot  Area,JP Nagar,9,2550,9,0,360
Plot  Area,Sarjapur,4,1200,5,2,110
Built-up  Area,Ardendale,4,3198,4,3,200
Super built-up  Area,HOSUR MAIN ROAD,3,1464,3,2,56
Super built-up  Area,Hebbal,4,2483,5,2,215
Plot  Area,Begur,4,1550,4,2,130
Super built-up  Area,Sarjapur  Road,4,4111,4,1,310
Super built-up  Area,Electronic City,2,975,2,2,37.5
Super built-up  Area,Nandi Durga Road,3,2500,3,1,250
Super built-up  Area,Rajiv Nagar,3,1690,3,1,125
Super built-up  Area,Hosa Road,2,1063,2,1,31.89
Plot  Area,Cooke Town,3,2572,3,3,390
Carpet  Area,Kumara Park,3,2200,4,,350
Built-up  Area,Daadys Gaarden Layout,3,1600,3,0,80
Super built-up  Area,Maruthi Nagar,3,1250,3,1,39.5
Super built-up  Area,Bommanahalli,1,520,1,0,19.5
Super built-up  Area,Marathahalli,4,4000,5,,212
Built-up  Area,Munnekollal,3,1390,3,2,68
Super built-up  Area,Whitefield,2,1185,2,2,40
Super built-up  Area,Sahakara Nagar,2,1219,2,2,48
Super built-up  Area,Kudlu Gate,3,1564,2,1,92
Super built-up  Area,Sarjapur  Road,4,3425,6,0,228.5
Super built-up  Area,Hosa Road,2,1100,2,2,37.1
Built-up  Area,Kothannur,3,1300,2,0,60
Plot  Area,Chikkabanavar,3,1600,2,0,80
Built-up  Area,Ramamurthy Nagar,3,1600,3,2,75
Super built-up  Area,Hennur Road,3,1482,2,1,92
Plot  Area,Marsur,3,1000,4,3,66
Super built-up  Area,Shampura,2,1200,2,3,53
Plot  Area,Gubbalala,3,600,3,2,75
Super built-up  Area,Kengeri,2,1200,2,0,58
Plot  Area,Kereguddadahalli,6,600,4,0,60
Built-up  Area,Nagarbhavi,3,2400,3,0,160
Super built-up  Area,Marathahalli,3,1469,3,1,89
Super built-up  Area,Kanakapura,1,551,1,1,30
Super built-up  Area,Electronics City Phase 1,2,1160,2,1,52
Super built-up  Area,Balagere,2,1205,2,1,78.5
Built-up  Area,Kasavanhalli,3,1550,2,3,52
Super built-up  Area,Gubbalala,3,1745,3,2,125
Super built-up  Area,AECS Layout,2,1028,2,1,42
Super built-up  Area,Frazer Town,3,1700,3,1,180
Super built-up  Area,Karuna Nagar,3,1200,2,1,34
Super built-up  Area,Kodihalli,3,2700,4,1,270
Built-up  Area,Kallumantapa,2,1100,2,2,50
Plot  Area,Ramamurthy Nagar,2,1200,3,1,72
Super built-up  Area,Kaverappa Layout,2,1269.72,2,2,68
Super built-up  Area,Electronic City Phase II,2,1266,2,2,59
Super built-up  Area,Mysore Road,2,1060,2,1,62
Plot  Area,Malimakanapura,3,1168,3,0,70
Super built-up  Area,Medahalli,2,1552,2,1,51
Super built-up  Area,Talaghattapura,3,1804,3,0,120
Super built-up  Area,Attibele,1,500,1,1,17
Super built-up  Area,Hulimavu,2,1080,2,2,43.2
Plot  Area,Kattigenahalli,4,2100,4,,155
Super built-up  Area,Rustam Bagh Layout,2,1300,2,2,65
Built-up  Area,Electronics City Phase 1,2,920,2,2,33
Plot  Area,New Thippasandra,4,817,2,1,120
Built-up  Area,Harlur,2,1310,2,1,50
Super built-up  Area,Horamavu Agara,3,1650,2,1,75
Super built-up  Area,Garden Layout,3,1515,3,3,93.93
Super built-up  Area,Raja Rajeshwari Nagar,2,1157,2,1,53.8
Super built-up  Area,Viswapriyanagar.begur Road.bommanahalli.,4,2400,5,1,85
Super built-up  Area,Konanakunte,4,3000,4,3,160
Super built-up  Area,Basavangudi,3,2200,2,1,162
Built-up  Area,"Hoodi Circle, ",2,1243,2,1,58
Super built-up  Area,Rachenahalli,3,1530,2,2,74.39
Super built-up  Area,Judicial Layout,3,2070,3,3,162
Built-up  Area,Yelahanka,3,1815,3,2,82
Super built-up  Area,Sarjapur  Road,4,3900,4,3,300
Super built-up  Area,Electronic City Phase II,2,1000,2,1,28.88
Super built-up  Area,Ananth Nagar,2,982,2,2,24.55
Super built-up  Area,Hennur Road,2,1232,2,2,89
Super built-up  Area,Binny Pete,3,1282,3,2,178
Super built-up  Area,Yelahanka,1,654,1,1,38.4
Built-up  Area,Bannerghatta Road,2,1181,2,0,55
Super built-up  Area,Bisuvanahalli,3,1075,2,1,45
Plot  Area,2nd Stage Nagarbhavi,4,1200,4,2,245
Super built-up  Area,T K Reddy Layout,3,1616,3,1,75
Built-up  Area,Herohalli,5,1800,6,0,44.5
Plot  Area,Kumbena Agrahara,6,1200,4,1,135
Super built-up  Area,Whitefield,3,1306,3,2,54.65
Super built-up  Area,Whitefield,3,1626,3,3,89
Built-up  Area,"Pai layout , Mahadevapura",6,2700,4,2,214
Super built-up  Area,Whitefield,3,1585,3,2,88
Super built-up  Area,7th Phase JP Nagar,2,1370,2,1,56.17
Plot  Area,Whitefield,5,3250,5,3,900
Super built-up  Area,Kanakpura Road,2,1495,2,2,90
Super built-up  Area,frazertown,3,2000,3,2,210
Plot  Area,Akshayanagara East,5,2400,4,1,300
Plot  Area,Bannerghatta,3,1375,3,0,57
Super built-up  Area,Old Madras Road,4,3630,6,0,224.5
Built-up  Area,Kereguddadahalli,3,1400,2,2,48
Super built-up  Area,Kadugodi,5,1100,5,0,135
Super built-up  Area,Whitefield,1,660,,,28.585
Plot  Area,Hebbal Kempapura,4,1200,4,2,215
Super built-up  Area,Yelahanka,2,1150,2,2,46
Super built-up  Area,Hebbal,2,1080,2,1,54
Super built-up  Area,Kaikondrahalli,3,1645,3,2,100
Super built-up  Area,Doddanekundi,3,1760,3,3,176
Built-up  Area,Venkatadri Layout,1,595,1,1,42
Plot  Area,Bommenahalli,3,1200,3,1,125
Super built-up  Area,JP Nagar,4,4000,4,0,314.5
Built-up  Area,Mahaganapathy Nagar,2,1410,2,3,67
Built-up  Area,Huskur,2,1090,2,1,31.48
Plot  Area,Ramagondanahalli,1,540,1,0,30
Super built-up  Area,Sarjapur  Road,2,1300,2,2,60
Built-up  Area,9th Phase JP Nagar,3,1890,2,2,85
Super built-up  Area,Belathur,2,1254,2,1,53
Built-up  Area,Kattigenahalli,7,2800,7,2,125
Built-up  Area,Ulsoor,2,1275,2,,120
Super built-up  Area,Kathriguppe,3,1245,2,2,68.48
Built-up  Area,Rustam Bagh Layout,2,1170,2,2,86
Super built-up  Area,Panathur,2,1193,2,1,86
Super built-up  Area,Chandapura,2,850,2,1,25.4
Super built-up  Area,Marathahalli,3,1678,3,3,70
Built-up  Area,Gunjur,3,1600,3,3,75
Super built-up  Area,Electronics City Phase 1,3,1750,3,2,84
Super built-up  Area,Whitefield,2,1125,2,2,62
Plot  Area,Andrahalli,4,2200,4,3,235
Plot  Area,Singena Agrahara,3,1500,3,1,95
Built-up  Area,HBR Layout,3,2800,2,0,200
Plot  Area,R.T. Nagar,2,1200,2,1,120
Built-up  Area,Vittal Nagar,2,1000,2,1,50
Built-up  Area,Sadashiva Nagar,4,2780,5,2,480
Built-up  Area,Electronic City Phase II,3,1320,2,1,38.13
Super built-up  Area,2Electronic City Phase II,27,8000,27,0,230
Super built-up  Area,Ardendale,4,2422,4,2,160
Built-up  Area,Kasavanhalli,2,1100,2,1,50
Built-up  Area,Uttarahalli,2,882,2,1,30
Super built-up  Area,Bisuvanahalli,2,845,2,1,37
Super built-up  Area,Kambipura,2,883,2,1,39
Super built-up  Area,Thanisandra,1,620,,,48.145
Super built-up  Area,Brookefield,3,1595,3,3,88
Built-up  Area,Whitefield,2,1280,2,0,85
Built-up  Area,3rd Block Banashankari,4,1700,2,1,550
Super built-up  Area,Bhuvaneshwari Nagar,2,920,2,0,35
Super built-up  Area,Choodasandra,2,1300,2,3,57
Super built-up  Area,Shanthala Nagar,2,1450,1,0,230
Super built-up  Area,Harlur,3,1757,3,2,132
Super built-up  Area,Anekal,1,600,1,1,16.5
Built-up  Area,Jnanabharathi Layout,4,2400,3,2,142
Super built-up  Area,Sarjapur,2,1240,2,1,44
Plot  Area,Kadarenahalli,10,750,10,,90
Super built-up  Area,EPIP Zone,2,1330,2,1,93.36
Super built-up  Area,8th Phase JP Nagar,2,1062,2,1,42.47
Built-up  Area,JP Nagar,2,1078,2,2,45
Super built-up  Area,Bannerghatta Road,3,1460,2,2,72
Plot  Area,Whitefield,3,1200,3,2,68.5
Super built-up  Area,Laggere,1,1200,1,1,48
Super built-up  Area,Kammasandra,3,912,2,1,39
Super built-up  Area,Hosa Road,3,142.61,3,1,115
Plot  Area,Victoria Layout,5,2400,5,1,625
Plot  Area,Prithvi Layout,4,2028,4,3,162
Super built-up  Area,Mysore Road,2,980,2,1,45.47
Built-up  Area,Sarjapur  Road,2,1000,2,2,40
Super built-up  Area,Sarjapur  Road,2,1050,2,1,62
Built-up  Area,Bannerghatta,3,2611,3,1,239
Super built-up  Area,Domlur,3,1875,2,2,150
Super built-up  Area,Hennur Road,2,1065,2,1,42.6
Built-up  Area,Sanjay nagar,3,1800,3,2,180
Super built-up  Area,Sector 7 HSR Layout,2,1163,2,2,98.86
Super built-up  Area,Tumkur Road,2,1098,2,1,72
Built-up  Area,5th Phase JP Nagar,3,1725,2,2,100
Plot  Area,Whitefield,4,4000,4,2,330
Super built-up  Area,Thubarahalli,2,1128,2,2,75
Plot  Area,Subramanyanagar,8,1320,6,2,200
Super built-up  Area,Yelahanka,3,1705,3,1,74.16
Super built-up  Area,Thigalarapalya,2,1418,2,2,95
Built-up  Area,Ramamurthy Nagar,3,1500,3,1,160
Built-up  Area,Hebbal,2,1100,2,2,50
Super built-up  Area,KUDLU MAIN ROAD,3,1464,3,2,56
Super built-up  Area,Hebbal,2,812,2,2,55
Super built-up  Area,Binny Pete,4,2695,,,204
Super built-up  Area,Doddanekundi,2,1280,2,2,40
Super built-up  Area,Whitefield,2,1420,2,2,136
Plot  Area,1 Ramamurthy Nagar,11,1200,11,0,170
Plot  Area,Kadugondanahalli,6,727,6,2,66
Plot  Area,Banashankari Stage II,4,1200,2,1,150
Super built-up  Area,Old Airport Road,4,2774,4,,207
Super built-up  Area,5th Stage BEML Layout,3,2000,3,2,85
Super built-up  Area,HBR Layout,3,1722,3,,95
Super built-up  Area,Indira Nagar,3,2800,3,1,330
Plot  Area,IVC Road,,2000,,,124
Carpet  Area,Jaya Mahal layout,3,1650,3,3,175
Built-up  Area,BSM Extension,2,840,2,2,27
Built-up  Area,Jigani,2,914,2,2,47
Super built-up  Area,Hennur Road,3,1482,2,2,83.73
Super built-up  Area,Kundalahalli,3,1724,3,2,127
Super built-up  Area,Vijinapura,3,1670,3,3,91.86
Super built-up  Area,Banaswadi,2,1184,2,3,53
Super built-up  Area,Kodigehaali,2,1200,2,1,55
Plot  Area,TC Palaya,2,1200,2,0,65
Super built-up  Area,Jigani,2,927,2,2,55
Super built-up  Area,P&T Layout,2,1242,2,3,39.7
Built-up  Area,Electronic City Phase II,3,1220,3,1,35.23
Built-up  Area,Electronic City,3,1360,2,1,75
Plot  Area,Brookefield,4,2800,4,2,240
Super built-up  Area,7th Phase JP Nagar,2,1180,2,2,72
Super built-up  Area,Whitefield,3,1697,3,2,108
Super built-up  Area,Yelahanka New Town,2,550,2,1,26
Super built-up  Area,Hennur,2,1225,2,1,57
Super built-up  Area,Byrasandra,3,1690,2,2,55
Plot  Area,SBM Colony,10,1660,10,,475
Super built-up  Area,Veerannapalya,3,1488,3,,57
Built-up  Area,Chowdeshwari Layout,3,1250,2,1,80
Super built-up  Area,JP Nagar,1,1050,1,1,44
Super built-up  Area,HSR Layout,2,1027,2,2,44
Super built-up  Area,Kanakpura Road,3,1699,3,3,81.94
Built-up  Area,Whitefield,2,1205,2,2,58
Plot  Area,Mathikere Extension,4,712,2,1,67.5
Super built-up  Area,Horamavu Agara,2,950,2,3,39
Plot  Area,TC Palaya,2,1200,2,0,70
Super built-up  Area,Akshaya Nagar,3,1476,3,1,120
Built-up  Area,CV Raman Nagar,2,1070,2,1,55
Super built-up  Area,EPIP Zone,3,2160,4,2,172
Super built-up  Area,Sector 2 HSR Layout,2,1296,2,1,75
Built-up  Area,Chikkalasandra,2,1800,1,1,128
Super built-up  Area,Kanakpura Road,3,1570,3,3,64.5
Super built-up  Area,Koramangala,2,1300,2,3,110
Built-up  Area,Sarjapur,4,1550,2,2,65
Super built-up  Area,Electronic City,2,770,1,1,40
Built-up  Area,Jalahalli,3,1870,3,,110
Plot  Area,Anantapura,3,1650,4,,160
Super built-up  Area,Domlur,3,1429,3,3,86
Super built-up  Area,Babusapalaya,3,1167,2,2,39.98
Super built-up  Area,Bommasandra,2,1035,2,1,41.73
Super built-up  Area,Kengeri,3,1188,2,2,38
Plot  Area,2nd Stage Nagarbhavi,5,1200,4,2,285
Plot  Area,Sarjapur,3,1574,3,1,76
Super built-up  Area,Nagarbhavi,1,884,2,2,36
Super built-up  Area,Haralur Road,2,1194,2,2,46
Super built-up  Area,Hoodi,2,1026,2,1,60.87
Plot  Area,Shivaji Nagar,7,1400,6,3,200
Super built-up  Area,Kaikondrahalli,2,1115,2,2,50
Plot  Area,Hebbal Kempapura,2,1200,2,1,125
Super built-up  Area,Old Airport Road,4,2690,4,3,191
Super built-up  Area,Subramanyapura,2,975,2,1,58
Plot  Area,Hosa Road,3,675,3,2,72.5
Super built-up  Area,Chamrajpet,4,1900,2,1,170
Plot  Area,Banashankari,3,600,3,1,100
Super built-up  Area,OMBR Layout,2,1101,2,2,65.5
Super built-up  Area,Sarjapur  Road,3,1700,3,3,135
Super built-up  Area,Whitefield,4,3606,4,2,312
Super built-up  Area,Padmanabhanagar,2,1258,2,2,115
Carpet  Area,Kanakpura Road,3,1560,3,,92
Super built-up  Area,Old Madras Road,4,3630,6,1,195
Built-up  Area,JP Nagar,3,2000,3,2,250
Super built-up  Area,Hebbal,4,2790,4,3,198
Super built-up  Area,Badavala Nagar,3,1494,2,2,94.55
Super built-up  Area,Hennur Road,3,1482,2,1,87
Super built-up  Area,Rustam Bagh Layout,2,800,2,3,50
Super built-up  Area,Raja Rajeshwari Nagar,2,1185,2,2,47.39
Super built-up  Area,Hulimavu,2,1100,2,2,71.5
Built-up  Area,NRI Layout,2,1300,2,0,120
Super built-up  Area,4th Block Koramangala,2,1225,2,2,150
Super built-up  Area,Hulimavu,3,1758,3,2,65
Super built-up  Area,Banaswadi,2,1145,2,2,55
Built-up  Area,Hormavu,2,1180,2,2,50
Super built-up  Area,Belatur,2,1260,2,2,58
Super built-up  Area,Yelahanka,4,3450,,,173
Built-up  Area,Arekere,2,1190,2,2,55
Super built-up  Area,Sarjapur  Road,3,1691,3,2,119
Super built-up  Area,Lalbagh Road,4,3675,4,3,367
Built-up  Area,Frazer Town,3,1305,3,,95.45
Super built-up  Area,Basavangudi,3,2337,4,3,292
Plot  Area,Kamakya Layout,2,1200,2,2,150
Super built-up  Area,Domlur,2,1206,2,1,217
Plot  Area,Vignana Nagar,5,1350,4,1,130
Super built-up  Area,Kogilu,2,1140,2,1,50.66
Super built-up  Area,Nallurhalli,2,1250,2,2,65
Plot  Area,Kamakshipalya,3,600,2,1,60
Super built-up  Area,Chinnapanahalli,2,1225,2,2,48
Built-up  Area,Kereguddadahalli,2,800,2,2,28
Super built-up  Area,Jalahalli East,2,1020,2,1,58
Built-up  Area,TC Palaya,4,2100,2,1,50
Plot  Area,Lingarajapuram,2,1350,2,1,80
Super built-up  Area,Anekal,2,925,2,1,40
Built-up  Area,Yelachenahalli,4,1800,3,1,220
Built-up  Area,3rd Block HBR Layout,3,2000,3,1,100
Built-up  Area,Frazer Town,3,1510,2,1,75
Plot  Area,Kasavanhalli,5,5800,7,,1200
Super built-up  Area,Laxmi Sagar Layout,3,1614,3,1,110
Plot  Area,Yeshwanthpur,3,682,2,1,130
Plot  Area,Gottigere,2,1200,2,0,95
Plot  Area,TC Palaya,2,900,2,0,55
Built-up  Area,Bommenahalli,4,1632,3,0,145
Super built-up  Area,OMBR Layout,2,1041,2,2,65.5
Built-up  Area,7th Phase JP Nagar,6,5080,7,,450
Super built-up  Area,Bannerghatta,4,3012,6,2,250
Super built-up  Area,Marathahalli,3,1530,3,2,74.5
Super built-up  Area,Sector 2 HSR Layout,3,1450,2,2,135
Super built-up  Area,Bannerghatta Road,2,1200,2,2,75
Plot  Area,Sahakara Nagar,4,1200,4,,130
Super built-up  Area,Hosur Road,3,1508,2,1,110
Built-up  Area,New Gurappana Palya,7,600,7,3,106
Super built-up  Area,Dodda Nekkundi Extension,2,1188,2,3,73
Super built-up  Area,Old Airport Road,4,2690,4,3,199
Super built-up  Area,Harlur,2,1174,2,1,76
Super built-up  Area,Old Madras Road,3,1350,3,1,58.99
Super built-up  Area,Frazer Town,3,1870,3,3,185
Super built-up  Area,Kengeri Satellite Town,2,1072,2,1,25
Plot  Area,Nelamangala,3,52272,2,1,140
Super built-up  Area,Kengeri,2,726,2,1,31
Super built-up  Area,Hosur Road,2,1345,2,2,106
Super built-up  Area,Begur Road,2,1200,2,2,45
Built-up  Area,Nagavarapalya,2,980,2,0,37
Super built-up  Area,Hormavu,2,1050,2,1,77
Super built-up  Area,Uttarahalli,2,993,2,1,39.71
Super built-up  Area,7th Phase JP Nagar,3,1300,2,2,52
Super built-up  Area,Vittasandra,3,1743,3,2,85
Plot  Area,Whitefield,4,1204,4,1,125
Plot  Area,Hormavu,2,1200,2,0,67
Super built-up  Area,2nd Block Hrbr Layout,3,1480,3,2,90
Super built-up  Area,Sarjapur,2,950,2,2,32.5
Built-up  Area,Domlur,1,640,1,0,55
Super built-up  Area,Electronic City Phase II,2,972,2,1,44
Super built-up  Area,Marathahalli,3,1840,3,3,98
Super built-up  Area,Electronic City,2,1128,2,1,64
Plot  Area,Hongasandra,2,680,2,0,42
Plot  Area,Harappanahalli,2,2400,2,1,95
Built-up  Area,Basapura,2,1045,2,2,42
Built-up  Area,Roopena Agrahara,2,955,2,3,53.55
Super built-up  Area,Doddakallasandra,3,1360,2,2,54.39
Super built-up  Area,BTM Layout,2,1150,2,2,63
Built-up  Area,Hennur Road,4,3450,4,3,294
Super built-up  Area,Chennammana Kere,2,1115,2,2,56.87
Super built-up  Area,Jigani,2,920,2,2,46
Super built-up  Area,Bommasandra Industrial Area,2,1030,2,1,41
Super built-up  Area,Thanisandra,3,1564,3,1,101
Super built-up  Area,Uttarahalli,2,1045,2,1,45
Plot  Area,Hegde Nagar,4,1200,4,1,83
Built-up  Area,Subramanyapura,2,1277,2,2,55
Super built-up  Area,Kanaka Nagar,3,2479.13,3,1,215
Super built-up  Area,Sarjapur  Road,3,1846,3,2,140
Built-up  Area,Tasker Town,2,1100,2,0,106
Super built-up  Area,Govindpura,3,1690,3,,75
Plot  Area,Hormavu,2,1200,3,0,70
Built-up  Area,Yelahanka,4,3042,4,0,131
Super built-up  Area,Rajaji Nagar,3,1640,3,3,223
Built-up  Area,NR Colony,2,1068,2,1,40.05
Super built-up  Area,Kanakpura Road,2,1135,2,2,58
Super built-up  Area,Agara Village,3,1925,3,2,120
Super built-up  Area,Begur Road,3,1615,3,2,60
Super built-up  Area,Shettigere,1,650,1,1,26
Plot  Area,Chikkasandra,9,1200,9,3,120
Super built-up  Area,Kaggadasapura,2,1150,2,3,42
Plot  Area,Kothannur,6,930,6,1,135
Super built-up  Area,Kenchanehalli R R Nagar,3,1410,2,2,45.12
Built-up  Area,6th Phase JP Nagar,3,600,2,0,100
Super built-up  Area,Kumara Park,3,2000,3,3,207
Super built-up  Area,Tumkur Road,3,1354,3,1,90
Plot  Area,BEL Road,2,1050,2,0,110
Built-up  Area,Arekere,1,600,1,1,28
Plot  Area,Varthur,4,1320,2,1,110
Super built-up  Area,Koramangala,3,1600,3,2,88
Built-up  Area,Kanakpura Road,4,3500,6,2,225
Super built-up  Area,GM Palaya,2,1000,2,1,36
Super built-up  Area,Byagadadhenahalli,3,1130,3,1,38
Super built-up  Area,Vittasandra,2,1238,2,1,67
Super built-up  Area,Ashwathnagar,3,2204,2,3,305
Plot  Area,KR Puram,8,1200,12,,110
Super built-up  Area,Kudlu Gate,3,1364,2,3,46.38
Built-up  Area,Srinivasa Nagar,2,900,2,1,45
Super built-up  Area,Gubbalala,3,1745,3,2,104
Super built-up  Area,Kogilu,2,1200,2,1,53.33
Super built-up  Area,Kanakapura,2,1020,2,1,42.83
Super built-up  Area,Banashankari Stage III,3,1650,3,2,118
Super built-up  Area,Doddabommasandra,3,1550,2,3,70
Super built-up  Area,5th Phase JP Nagar,2,1440,2,2,60
Super built-up  Area,Sarjapura - Attibele Road,3,1329,2,2,45.95
Super built-up  Area,Maruthi Layout,2,916,2,1,42
Super built-up  Area,Hulimavu,1,688,1,2,50
Super built-up  Area,Sree Narayana Nagar,3,1358,3,3,50
Super built-up  Area,Kanakpura Road,2,1331,2,1,107
Super built-up  Area,Malleshwaram,1,686,1,1,62.5
Super built-up  Area,Hoodi,2,1050,2,2,50
Super built-up  Area,Talaghattapura,3,2106,3,2,126
Super built-up  Area,Bhoganhalli,3,1718,3,2,90.2
Super built-up  Area,Raja Rajeshwari Nagar,3,1530,3,2,57
Super built-up  Area,5th Block Hbr Layout,2,1206,2,2,56
Built-up  Area,Hebbal,2,1075,2,3,52
Plot  Area,Sarjapur  Road,3,1200,3,1,95
Super built-up  Area,Tunganagara,3,1936,2,2,54.21
Super built-up  Area,Nagavara,4,2172.65,3,3,120
Super built-up  Area,Sahakara Nagar,3,1100,2,2,75
Plot  Area,BTM 2nd Stage,3,1260,5,1,185
Plot  Area,Hongasandra,8,990,12,0,120
Plot  Area,Jalahalli East,3,800,2,1,80
Super built-up  Area,Sarjapur  Road,2,1117,2,3,29.99
Built-up  Area,Remco Bhel Layout,3,1685,2,1,110
Super built-up  Area,CV Raman Nagar,2,740,2,1,37
Plot  Area,Chamrajpet,4,1080,4,2,250
Plot  Area,Magadi Road,4,1500,2,2,93
Super built-up  Area,Banashankari,3,1800,3,2,115
Super built-up  Area,Yelachenahalli,3,1700,3,2,130
Built-up  Area,Uttarahalli,2,850,2,2,37.93
Super built-up  Area,Hennur Road,3,1891,3,1,139
Built-up  Area,Jalahalli,2,1400,1,1,80
Super built-up  Area,Lakshminarayana Pura,2,1172,2,2,82
Super built-up  Area,Electronic City Phase II,3,1400,2,2,40.43
Built-up  Area,Sonnenahalli,2,896,2,1,43.75
Super built-up  Area,Vijayanagar,2,1180,2,2,65
Plot  Area,Basaveshwara Nagar,7,2460,7,1,350
Built-up  Area,Chokkasandra,2,850,2,1,33
Super built-up  Area,Anekal,1,530,1,1,18
Super built-up  Area,2nd Block Hrbr Layout,3,1550,3,3,110
Super built-up  Area,Kanakapura,3,1699,3,3,97
Super built-up  Area,Bellandur,4,2025,4,3,109
Super built-up  Area,Ananth Nagar,1,500,2,2,14
Built-up  Area,Panduranga Nagar,1,500,1,0,20
Built-up  Area,Sri Venkateshpura Layout,2,1146,2,1,38.5
Super built-up  Area,Malleshwaram,3,2475,4,3,332
Super built-up  Area,Haralur Road,2,1455,2,1,145
Plot  Area,Seegehalli,2,800,1,0,50
Super built-up  Area,Abbigere,1,765,2,2,30
Super built-up  Area,Lingadheeranahalli,3,1521,3,1,94.99
Super built-up  Area,Gottigere,3,1600,2,2,55
Super built-up  Area,Byadarahalli,3,3155,4,2,370
Super built-up  Area,Hebbal Kempapura,3,2900,4,,240
Super built-up  Area,Jakkur Plantation,3,1765,3,3,105
Super built-up  Area,Kasavanhalli,3,1980,3,2,88
Built-up  Area,Amruthahalli,3,1900,3,1,135
Super built-up  Area,Kaverappa Layout,2,1265,2,3,70
Super built-up  Area,Bommasandra,2,1034,2,3,40
Built-up  Area,Kaverappa Layout,2,1012,2,1,59
Super built-up  Area,Electronic City,2,1070,2,1,54
Built-up  Area,Mahadevpura,4,3555,4,1,230
Super built-up  Area,5th Block Hbr Layout,3,1270,2,2,70
Plot  Area,Yeshwanthpur,2,585,1,0,70
Super built-up  Area,Doddanekundi,3,2045,4,3,154
Super built-up  Area,Bellandur,3,1490,2,2,98
Built-up  Area,Banaswadi,7,6150,6,1,830
